Gene stable ID	Human gene stable ID	Human gene name	Gene name
ENSMMUG00000043775			mml-mir-6127
ENSMMUG00000016793	ENSG00000172765	TMCC1	TMCC1
ENSMMUG00000016786	ENSG00000116128	BCL9	BCL9
ENSMMUG00000062596			
ENSMMUG00000053652			
ENSMMUG00000058256			
ENSMMUG00000005736	ENSG00000169174	PCSK9	PCSK9
ENSMMUG00000039340	ENSG00000264582	RN7SL326P	Metazoa_SRP
ENSMMUG00000055285			Metazoa_SRP
ENSMMUG00000037376	ENSG00000283509	U6	U6
ENSMMUG00000055815	ENSG00000202412	RNY3P13	Y_RNA
ENSMMUG00000065199	ENSG00000207209	Y_RNA	Y_RNA
ENSMMUG00000020754	ENSG00000070886	EPHA8	EPHA8
ENSMMUG00000054107			
ENSMMUG00000001479	ENSG00000058085	LAMC2	LAMC2
ENSMMUG00000019793	ENSG00000146463	ZMYM4	ZMYM4
ENSMMUG00000017351	ENSG00000010327	STAB1	STAB1
ENSMMUG00000052469	ENSG00000251837	Y_RNA	Y_RNA
ENSMMUG00000000476	ENSG00000131781	FMO5	FMO5
ENSMMUG00000023200	ENSG00000183386	FHL3	FHL3
ENSMMUG00000051332			
ENSMMUG00000036946	ENSG00000252752	RNU6-210P	U6
ENSMMUG00000001849	ENSG00000091181	IL5RA	IL5RA
ENSMMUG00000006892	ENSG00000040487	SLC66A1	SLC66A1
ENSMMUG00000023151	ENSG00000163808	KIF15	KIF15
ENSMMUG00000014970	ENSG00000066136	NFYC	NFYC
ENSMMUG00000061825			U6
ENSMMUG00000005669	ENSG00000054277	OPN3	OPN3
ENSMMUG00000040115			
ENSMMUG00000043124	ENSG00000183615	FAM167B	FAM167B
ENSMMUG00000048228	ENSG00000200571	RNU6-1284P	U6
ENSMMUG00000025492			Y_RNA
ENSMMUG00000045495	ENSG00000239710	RN7SL692P	Metazoa_SRP
ENSMMUG00000037178	ENSG00000252121	RNU6-970P	U6
ENSMMUG00000017983	ENSG00000072756	TRNT1	TRNT1
ENSMMUG00000061615			
ENSMMUG00000006119	ENSG00000084623	EIF3I	EIF3I
ENSMMUG00000060809			Metazoa_SRP
ENSMMUG00000012737	ENSG00000004399	PLXND1	PLXND1
ENSMMUG00000005668	ENSG00000117009	KMO	KMO
ENSMMUG00000025420			Y_RNA
ENSMMUG00000051071			Metazoa_SRP
ENSMMUG00000051142	ENSG00000157978	LDLRAP1	LDLRAP1
ENSMMUG00000019360	ENSG00000168917	SLC35G2	SLC35G2
ENSMMUG00000057445			
ENSMMUG00000018618	ENSG00000184677	ZBTB40	ZBTB40
ENSMMUG00000050205			
ENSMMUG00000008453	ENSG00000160055	TMEM234	TMEM234
ENSMMUG00000005073	ENSG00000154511	DIPK1A	DIPK1A
ENSMMUG00000005735	ENSG00000162399	BSND	BSND
ENSMMUG00000061293			
ENSMMUG00000017696	ENSG00000144895	EIF2A	EIF2A
ENSMMUG00000053581	ENSG00000173947	CIMAP3	CIMAP3
ENSMMUG00000026958	ENSG00000284214	MIR29C	MIR29C
ENSMMUG00000023199	ENSG00000183431	SF3A3	SF3A3
ENSMMUG00000017986	ENSG00000113851	CRBN	CRBN
ENSMMUG00000026847	ENSG00000284203	MIR29B2	mml-mir-29b-2
ENSMMUG00000011914	ENSG00000117707	PROX1	PROX1
ENSMMUG00000051009			
ENSMMUG00000057466			
ENSMMUG00000008552	ENSG00000143001	TMEM61	TMEM61
ENSMMUG00000009024	ENSG00000131778	CHD1L	CHD1L
ENSMMUG00000025705	ENSG00000207022		
ENSMMUG00000008857	ENSG00000134216	CHIA	CHIA
ENSMMUG00000005667	ENSG00000091483	FH	FH
ENSMMUG00000006697	ENSG00000053371	AKR7A2	AKR7A2
ENSMMUG00000061360			Metazoa_SRP
ENSMMUG00000055871	ENSG00000158092	NCK1	NCK1
ENSMMUG00000005072	ENSG00000122406	RPL5	RPL5
ENSMMUG00000026870	ENSG00000207962	MIR30C1	mml-mir-30c-1
ENSMMUG00000002454			
ENSMMUG00000017718	ENSG00000160051	IQCC	IQCC
ENSMMUG00000001481	ENSG00000157064	NMNAT2	NMNAT2
ENSMMUG00000054974			
ENSMMUG00000015133	ENSG00000174059	CD34	CD34
ENSMMUG00000032681	ENSG00000198974	MIR30E	mml-mir-30e
ENSMMUG00000026648	ENSG00000207523	SNORA66	SNORA66
ENSMMUG00000021577	ENSG00000116133	DHCR24	DHCR24
ENSMMUG00000028449	ENSG00000206680	SNORD21	SNORD21
ENSMMUG00000057010			
ENSMMUG00000049516			U6
ENSMMUG00000018014	ENSG00000204178	MACO1	MACO1
ENSMMUG00000015631	ENSG00000143499	SMYD2	SMYD2
ENSMMUG00000052190			Metazoa_SRP
ENSMMUG00000007390	ENSG00000174564	IL20RB	IL20RB
ENSMMUG00000039139	ENSG00000117016	RIMS3	RIMS3
ENSMMUG00000049373	ENSG00000175928	LRRN1	LRRN1
ENSMMUG00000043487	ENSG00000239437	RN7SL752P	Metazoa_SRP
ENSMMUG00000059767	ENSG00000187068	C3orf70	C2H3orf70
ENSMMUG00000054776			
ENSMMUG00000046184	ENSG00000107949	BCCIP	
ENSMMUG00000063245			
ENSMMUG00000002455	ENSG00000064886	CHI3L2	CHI3L2
ENSMMUG00000021575	ENSG00000162398	CIMAP2	CIMAP2
ENSMMUG00000033170			
ENSMMUG00000012736	ENSG00000178804	H1-8	H1-8
ENSMMUG00000012221	ENSG00000131791	PRKAB2	PRKAB2
ENSMMUG00000060685			
ENSMMUG00000060304			
ENSMMUG00000057015			Metazoa_SRP
ENSMMUG00000053064			
ENSMMUG00000061582			Metazoa_SRP
ENSMMUG00000050658			
ENSMMUG00000056473			
ENSMMUG00000015632	ENSG00000152104	PTPN14	PTPN14
ENSMMUG00000012477	ENSG00000142949	PTPRF	PTPRF
ENSMMUG00000055315	ENSG00000163914	RHO	RHO
ENSMMUG00000053997	ENSG00000113790	EHHADH	EHHADH
ENSMMUG00000058111	ENSG00000200403	RNU6-1099P	U6
ENSMMUG00000059358			
ENSMMUG00000050315			
ENSMMUG00000003650			TMEM42
ENSMMUG00000010729	ENSG00000182901	RGS7	RGS7
ENSMMUG00000028051			U1
ENSMMUG00000061414	ENSG00000162552	WNT4	WNT4
ENSMMUG00000017828	ENSG00000170364	SETMAR	SETMAR
ENSMMUG00000040207	ENSG00000222046	DCDC2B	DCDC2B
ENSMMUG00000006891	ENSG00000162482	AKR7A3	AKR7A3
ENSMMUG00000054758			
ENSMMUG00000056255			
ENSMMUG00000005070	ENSG00000067208	EVI5	EVI5
ENSMMUG00000049415			
ENSMMUG00000050602			
ENSMMUG00000057342			U1
ENSMMUG00000023277	ENSG00000204084	INPP5B	INPP5B
ENSMMUG00000011156	ENSG00000187010	RHD	RHCE
ENSMMUG00000011156	ENSG00000188672	RHCE	RHCE
ENSMMUG00000062290			
ENSMMUG00000049315			U1
ENSMMUG00000004563	ENSG00000076356	PLXNA2	PLXNA2
ENSMMUG00000009234	ENSG00000117010	ZNF684	ZNF684
ENSMMUG00000064473	ENSG00000053372	MRTO4	MRTO4
ENSMMUG00000058890	ENSG00000163810	TGM4	TGM4
ENSMMUG00000062098			Metazoa_SRP
ENSMMUG00000015066	ENSG00000160050	CCDC28B	CCDC28B
ENSMMUG00000061860			
ENSMMUG00000057122			
ENSMMUG00000023144	ENSG00000160752	FDPS	FDPS
ENSMMUG00000022262	ENSG00000154310	TNIK	TNIK
ENSMMUG00000015634	ENSG00000117724	CENPF	CENPF
ENSMMUG00000050628			Metazoa_SRP
ENSMMUG00000020398	ENSG00000164002	EXO5	EXO5
ENSMMUG00000049470	ENSG00000162777	DENND2D	DENND2D
ENSMMUG00000054679			Metazoa_SRP
ENSMMUG00000004734	ENSG00000144455	SUMF1	SUMF1
ENSMMUG00000009636	ENSG00000066405	CLDN18	CLDN18
ENSMMUG00000033058			
ENSMMUG00000022009	ENSG00000070831	CDC42	CDC42
ENSMMUG00000056871			5S_rRNA
ENSMMUG00000023814	ENSG00000073803	MAP3K13	MAP3K13
ENSMMUG00000005836	ENSG00000187801	ZFP69B	ZFP69B
ENSMMUG00000007886	ENSG00000036828	CASR	CASR
ENSMMUG00000064824	ENSG00000180875	GREM2	GREM2
ENSMMUG00000032217	ENSG00000183726	TMEM50A	TMEM50A
ENSMMUG00000015580	ENSG00000084652	TXLNA	TXLNA
ENSMMUG00000021574	ENSG00000006555	TTC22	TTC22
ENSMMUG00000054372			
ENSMMUG00000031497			
ENSMMUG00000035358	ENSG00000222282	RNU6-584P	U6
ENSMMUG00000031435			
ENSMMUG00000043005	ENSG00000240374	RN7SL503P	Metazoa_SRP
ENSMMUG00000023275	ENSG00000188786	MTF1	MTF1
ENSMMUG00000049853			Metazoa_SRP
ENSMMUG00000051230			
ENSMMUG00000065039			
ENSMMUG00000057845			
ENSMMUG00000062651			
ENSMMUG00000006688	ENSG00000127463	EMC1	EMC1
ENSMMUG00000051883			
ENSMMUG00000057560			
ENSMMUG00000019740	ENSG00000163812	ZDHHC3	ZDHHC3
ENSMMUG00000013269	ENSG00000158163	DZIP1L	DZIP1L
ENSMMUG00000062883			Metazoa_SRP
ENSMMUG00000043951			Metazoa_SRP
ENSMMUG00000052612			
ENSMMUG00000065223			
ENSMMUG00000059650	ENSG00000155816	FMN2	FMN2
ENSMMUG00000054334			
ENSMMUG00000032084	ENSG00000162396	PARS2	PARS2
ENSMMUG00000060798			
ENSMMUG00000005371	ENSG00000197982	C1orf122	C1H1orf122
ENSMMUG00000013839	ENSG00000084070	SMAP2	SMAP2
ENSMMUG00000041183			
ENSMMUG00000003887	ENSG00000142789	CELA3A	CELA3B
ENSMMUG00000019154	ENSG00000116560	SFPQ	SFPQ
ENSMMUG00000018458	ENSG00000116698	SMG7	SMG7
ENSMMUG00000005372	ENSG00000196449	YRDC	YRDC
ENSMMUG00000002970	ENSG00000117616	RSRP1	RSRP1
ENSMMUG00000016931	ENSG00000082482	KCNK2	KCNK2
ENSMMUG00000026504			U6
ENSMMUG00000052967			
ENSMMUG00000046192	ENSG00000278124	RN7SL186P	Metazoa_SRP
ENSMMUG00000046192	ENSG00000273610	RN7SL386P	Metazoa_SRP
ENSMMUG00000024249			U4
ENSMMUG00000022040	ENSG00000185090	MANEAL	MANEAL
ENSMMUG00000005185	ENSG00000117152	RGS4	RGS4
ENSMMUG00000002968	ENSG00000117614	SYF2	SYF2
ENSMMUG00000021385	ENSG00000118298	CA14	CA14
ENSMMUG00000058838			Metazoa_SRP
ENSMMUG00000025159	ENSG00000200169	RNU5D-1	U5
ENSMMUG00000064202			
ENSMMUG00000001869	ENSG00000143740	SNAP47	SNAP47
ENSMMUG00000055525			
ENSMMUG00000006754	ENSG00000243725	TTC4	TTC4
ENSMMUG00000008455	ENSG00000025800	KPNA6	KPNA6
ENSMMUG00000064748			Metazoa_SRP
ENSMMUG00000051390			
ENSMMUG00000065207			
ENSMMUG00000024513	ENSG00000202008	Y_RNA	Y_RNA
ENSMMUG00000024513	ENSG00000200121	Y_RNA	Y_RNA
ENSMMUG00000053800			
ENSMMUG00000002461	ENSG00000134255	CEPT1	CEPT1
ENSMMUG00000064868	ENSG00000275538	RNVU1-19	U1
ENSMMUG00000064868	ENSG00000207205	RNVU1-15	U1
ENSMMUG00000064868	ENSG00000207501	RNVU1-14	U1
ENSMMUG00000026923	ENSG00000284485	MIR205	mml-mir-205
ENSMMUG00000029649			
ENSMMUG00000012727	ENSG00000163913	IFT122	IFT122
ENSMMUG00000062716			
ENSMMUG00000058564			Metazoa_SRP
ENSMMUG00000060855			Metazoa_SRP
ENSMMUG00000022639	ENSG00000136636	KCTD3	KCTD3
ENSMMUG00000064377			U1
ENSMMUG00000022038	ENSG00000183317	EPHA10	EPHA10
ENSMMUG00000055536			Metazoa_SRP
ENSMMUG00000018664	ENSG00000049089	COL9A2	COL9A2
ENSMMUG00000058153			Metazoa_SRP
ENSMMUG00000026240	ENSG00000202041	Y_RNA	Y_RNA
ENSMMUG00000021284	ENSG00000138231	DBR1	DBR1
ENSMMUG00000005068	ENSG00000162676	GFI1	GFI1
ENSMMUG00000042756	ENSG00000241156	RN7SL582P	Metazoa_SRP
ENSMMUG00000000220	ENSG00000114686	MRPL3	MRPL3
ENSMMUG00000061518			Metazoa_SRP
ENSMMUG00000053969	ENSG00000081692	JMJD4	JMJD4
ENSMMUG00000046626	ENSG00000163898	LIPH	TMEM41A
ENSMMUG00000019130	ENSG00000075914	EXOSC7	EXOSC7
ENSMMUG00000055847			
ENSMMUG00000021442	ENSG00000133019	CHRM3	CHRM3
ENSMMUG00000007338	ENSG00000265972	TXNIP	TXNIP
ENSMMUG00000003369	ENSG00000008118	CAMK1G	CAMK1G
ENSMMUG00000024125	ENSG00000249020	SNORA58	SNORA58
ENSMMUG00000060243			
ENSMMUG00000016479	ENSG00000197056	ZMYM1	ZMYM1
ENSMMUG00000060353	ENSG00000185888	PRSS38	PRSS38
ENSMMUG00000060259			Metazoa_SRP
ENSMMUG00000061459			Metazoa_SRP
ENSMMUG00000057953			
ENSMMUG00000053968			
ENSMMUG00000009114	ENSG00000184313	MROH7	MROH7
ENSMMUG00000050186			Metazoa_SRP
ENSMMUG00000014340	ENSG00000134690	CDCA8	CDCA8
ENSMMUG00000023089	ENSG00000092621	PHGDH	PHGDH
ENSMMUG00000051139	ENSG00000163815	CLEC3B	CLEC3B
ENSMMUG00000003277	ENSG00000196353	CPNE4	CPNE4
ENSMMUG00000034447	ENSG00000222222	RNU2-17P	U2
ENSMMUG00000008338	ENSG00000143816	WNT9A	WNT9A
ENSMMUG00000016054	ENSG00000168509	HJV	HJV
ENSMMUG00000002420	ENSG00000020633	RUNX3	RUNX3
ENSMMUG00000017699	ENSG00000198843	SELENOT	SELENOT
ENSMMUG00000050247			Metazoa_SRP
ENSMMUG00000007806	ENSG00000143353	LYPLAL1	LYPLAL1
ENSMMUG00000058078			Metazoa_SRP
ENSMMUG00000050045			
ENSMMUG00000013018	ENSG00000163904	SENP2	SENP2
ENSMMUG00000059198			
ENSMMUG00000042929	ENSG00000242764	RN7SL824P	Metazoa_SRP
ENSMMUG00000063277			Metazoa_SRP
ENSMMUG00000022640	ENSG00000042781	USH2A	USH2A
ENSMMUG00000005186	ENSG00000143248	RGS5	RGS5
ENSMMUG00000054726			
ENSMMUG00000050712	ENSG00000154342	WNT3A	WNT3A
ENSMMUG00000054856			
ENSMMUG00000021531	ENSG00000143401	ANP32E	ANP32E
ENSMMUG00000044826	ENSG00000116922	AIRIM	AIRIM
ENSMMUG00000016738	ENSG00000121851	POLR3GL	POLR3GL
ENSMMUG00000005742	ENSG00000163814	CDCP1	CDCP1
ENSMMUG00000015083			
ENSMMUG00000058513			
ENSMMUG00000002416	ENSG00000169504	CLIC4	CLIC4
ENSMMUG00000015650	ENSG00000121775	TMEM39B	TMEM39B
ENSMMUG00000061877			
ENSMMUG00000016925	ENSG00000196878	LAMB3	LAMB3
ENSMMUG00000054712			
ENSMMUG00000017360	ENSG00000168268	NT5DC2	NT5DC2
ENSMMUG00000017509	ENSG00000163645	ERICH6	ERICH6
ENSMMUG00000052432	ENSG00000143761	ARF1	ARF1
ENSMMUG00000029348	ENSG00000100519	PSMC6	
ENSMMUG00000056585			
ENSMMUG00000012105	ENSG00000114416	FXR1	FXR1
ENSMMUG00000021449	ENSG00000048707	VPS13D	VPS13D
ENSMMUG00000000812	ENSG00000121931	LRIF1	LRIF1
ENSMMUG00000013679	ENSG00000162390	ACOT11	ACOT11
ENSMMUG00000061399	ENSG00000238482	RNU6-1208P	U6
ENSMMUG00000050533			
ENSMMUG00000060016	ENSG00000143067	ZNF697	ZNF697
ENSMMUG00000001152	ENSG00000143228	NUF2	NUF2
ENSMMUG00000023416	ENSG00000073792	IGF2BP2	IGF2BP2
ENSMMUG00000049264			
ENSMMUG00000010096	ENSG00000122484	RPAP2	RPAP2
ENSMMUG00000008420	ENSG00000169218	RSPO1	RSPO1
ENSMMUG00000005000	ENSG00000163867	ZMYM6	ZMYM6
ENSMMUG00000059542			
ENSMMUG00000061301	ENSG00000196660	SLC30A10	SLC30A10
ENSMMUG00000056972	ENSG00000284018	SSU72L5	
ENSMMUG00000056972	ENSG00000284546	SSU72L3	
ENSMMUG00000056972	ENSG00000284438	SSU72L1	
ENSMMUG00000056972	ENSG00000230268	SSU72L6	
ENSMMUG00000056972	ENSG00000283873	SSU72L4	
ENSMMUG00000056972	ENSG00000284306	SSU72L2	
ENSMMUG00000060894			Metazoa_SRP
ENSMMUG00000055346	ENSG00000249992	TMEM158	TMEM158
ENSMMUG00000061845			
ENSMMUG00000041790	ENSG00000243339	RN7SL738P	Metazoa_SRP
ENSMMUG00000047901	ENSG00000266187	RN7SL480P	Metazoa_SRP
ENSMMUG00000052395			
ENSMMUG00000063954			
ENSMMUG00000024064	ENSG00000202268	U3	U3
ENSMMUG00000047765	ENSG00000203857	HSD3B1	HSD3B1
ENSMMUG00000016004	ENSG00000014257	ACP3	ACP3
ENSMMUG00000054842	ENSG00000221673	U3	U3
ENSMMUG00000050505	ENSG00000168273	UQCC5	UQCC5
ENSMMUG00000002791			C1H1orf35
ENSMMUG00000005992	ENSG00000084073	ZMPSTE24	ZMPSTE24
ENSMMUG00000053896			
ENSMMUG00000059287			
ENSMMUG00000002105	ENSG00000116996	ZP4	ZP4
ENSMMUG00000021285	ENSG00000114098	ARMC8	ARMC8
ENSMMUG00000060370			
ENSMMUG00000044974	ENSG00000176871	WSB2	
ENSMMUG00000059514	ENSG00000201700	SNORD113-3	
ENSMMUG00000023438	ENSG00000121774	KHDRBS1	KHDRBS1
ENSMMUG00000033018	ENSG00000202498	SNORD116	SNORD116
ENSMMUG00000063676			Metazoa_SRP
ENSMMUG00000016568	ENSG00000203859	HSD3B2	HSD3B2
ENSMMUG00000015590	ENSG00000181788	SIAH2	SIAH2
ENSMMUG00000056375			
ENSMMUG00000001185	ENSG00000136527	TRA2B	TRA2B
ENSMMUG00000013681	ENSG00000023902	PLEKHO1	PLEKHO1
ENSMMUG00000061702			
ENSMMUG00000063455			
ENSMMUG00000052547			Metazoa_SRP
ENSMMUG00000056247			
ENSMMUG00000008419	ENSG00000134697	GNL2	GNL2
ENSMMUG00000040654	ENSG00000272031	ANKRD34A	ANKRD34A
ENSMMUG00000013680	ENSG00000162391	FAM151A	FAM151A
ENSMMUG00000017361	ENSG00000163939	PBRM1	PBRM1
ENSMMUG00000061410			
ENSMMUG00000026478	ENSG00000199849	RNU5F-6P	U5
ENSMMUG00000006645	ENSG00000133226	SRRM1	SRRM1
ENSMMUG00000052510	ENSG00000188800	TMCO2	TMCO2
ENSMMUG00000018460	ENSG00000116701	NCF2	NCF2
ENSMMUG00000062154			
ENSMMUG00000051599			
ENSMMUG00000016053	ENSG00000271601	LIX1L	LIX1L
ENSMMUG00000018020	ENSG00000011376	LARS2	LARS2
ENSMMUG00000016567	ENSG00000116882	HAO2	HAO2
ENSMMUG00000031260			
ENSMMUG00000048232	ENSG00000214237	MINDY4B	MINDY4B
ENSMMUG00000041182			
ENSMMUG00000042531	ENSG00000243749	TMEM35B	TMEM35B
ENSMMUG00000032180	ENSG00000117000	RLF	RLF
ENSMMUG00000010095	ENSG00000174842	GLMN	GLMN
ENSMMUG00000016051	ENSG00000265241	RBM8A	RBM8A
ENSMMUG00000023085	ENSG00000143774	GUK1	GUK1
ENSMMUG00000014167	ENSG00000196482	ESRRG	ESRRG
ENSMMUG00000058879			Metazoa_SRP
ENSMMUG00000024679			Y_RNA
ENSMMUG00000013673	ENSG00000136631	VPS45	VPS45
ENSMMUG00000027950	ENSG00000207508	RNU6-1237P	U6
ENSMMUG00000021451	ENSG00000163646	CLRN1	CLRN1
ENSMMUG00000013610	ENSG00000244405	ETV5	ETV5
ENSMMUG00000063534	ENSG00000265439	RN7SL811P	Metazoa_SRP
ENSMMUG00000053181			Metazoa_SRP
ENSMMUG00000036119	ENSG00000194297	RNU1-75P	U1
ENSMMUG00000016049			GNRHR2
ENSMMUG00000062323			
ENSMMUG00000049347			
ENSMMUG00000001060	ENSG00000198626	RYR2	RYR2
ENSMMUG00000004998	ENSG00000116544	DLGAP3	DLGAP3
ENSMMUG00000035928	ENSG00000252768	RNU6-856P	U6
ENSMMUG00000040271			
ENSMMUG00000061128	ENSG00000162704	ARPC5	
ENSMMUG00000057902			
ENSMMUG00000023086	ENSG00000198835	GJC2	GJC2
ENSMMUG00000033553			
ENSMMUG00000056788			
ENSMMUG00000061559			
ENSMMUG00000042100	ENSG00000277118	Metazoa_SRP	Metazoa_SRP
ENSMMUG00000046901	ENSG00000184007	PTP4A2	PTP4A2
ENSMMUG00000045482	ENSG00000123689	G0S2	G0S2
ENSMMUG00000009189	ENSG00000131238	PPT1	PPT1
ENSMMUG00000057675	ENSG00000184454	NCMAP	NCMAP
ENSMMUG00000057834	ENSG00000181873	IBA57	
ENSMMUG00000054200			
ENSMMUG00000055431			
ENSMMUG00000016048	ENSG00000131779	PEX11B	PEX11B
ENSMMUG00000060193			
ENSMMUG00000012511	ENSG00000163938	GNL3	GNL3
ENSMMUG00000019108	ENSG00000185630	PBX1	PBX1
ENSMMUG00000054343			Metazoa_SRP
ENSMMUG00000063390			
ENSMMUG00000059723			
ENSMMUG00000058954			
ENSMMUG00000016005	ENSG00000138246	DNAJC13	DNAJC13
ENSMMUG00000017239	ENSG00000144893	MED12L	MED12L
ENSMMUG00000062379			
ENSMMUG00000059587	ENSG00000117594	HSD11B1	HSD11B1
ENSMMUG00000008418	ENSG00000163879	DNALI1	DNALI1
ENSMMUG00000056106			
ENSMMUG00000000811	ENSG00000143119	CD53	CD53
ENSMMUG00000053036			
ENSMMUG00000049323			
ENSMMUG00000007244	ENSG00000264522	OTUD7B	OTUD7B
ENSMMUG00000010711	ENSG00000144791	LIMD1	LIMD1
ENSMMUG00000059855	ENSG00000163877	SNIP1	SNIP1
ENSMMUG00000012505			
ENSMMUG00000012579	ENSG00000185565	LSAMP	LSAMP
ENSMMUG00000049609			
ENSMMUG00000016043	ENSG00000143127	ITGA10	ITGA10
ENSMMUG00000032872	ENSG00000212493	SNORD19	SNORD19
ENSMMUG00000012723	ENSG00000129071	MBD4	MBD4
ENSMMUG00000014946	ENSG00000092978	GPATCH2	GPATCH2
ENSMMUG00000037073	ENSG00000238862	SNORD19B	SNORD19B
ENSMMUG00000007180	ENSG00000189195	BTBD8	BTBD8
ENSMMUG00000022927	ENSG00000117602	RCAN3	RCAN3
ENSMMUG00000021972	ENSG00000058866	DGKG	DGKG
ENSMMUG00000033050	ENSG00000212452	SNORD69	SNORD69
ENSMMUG00000022679	ENSG00000187513	GJA4	GJA4
ENSMMUG00000020976	ENSG00000157216	SSBP3	SSBP3
ENSMMUG00000058003			Metazoa_SRP
ENSMMUG00000026519	ENSG00000199710	Y_RNA	Y_RNA
ENSMMUG00000022062	ENSG00000009790	TRAF3IP3	TRAF3IP3
ENSMMUG00000016399	ENSG00000143344	RGL1	RGL1
ENSMMUG00000007755	ENSG00000181322	NME9	NME9
ENSMMUG00000022677	ENSG00000188910	GJB3	GJB3
ENSMMUG00000059214			
ENSMMUG00000052282			
ENSMMUG00000054190			
ENSMMUG00000012526	ENSG00000016864	GLT8D1	GLT8D1
ENSMMUG00000001860	ENSG00000189433	GJB4	GJB4
ENSMMUG00000040591	ENSG00000243359	RN7SL815P	Metazoa_SRP
ENSMMUG00000023096			
ENSMMUG00000012104	ENSG00000205981	DNAJC19	DNAJC19
ENSMMUG00000018684	ENSG00000177272	KCNA3	KCNA3
ENSMMUG00000012721	ENSG00000172771	EFCAB12	EFCAB12
ENSMMUG00000001859	ENSG00000189280	GJB5	GJB5
ENSMMUG00000007246	ENSG00000014914	MTMR11	MTMR11
ENSMMUG00000041046	ENSG00000116874	WARS2	WARS2
ENSMMUG00000062764			mml-mir-7177
ENSMMUG00000054017	ENSG00000177301	KCNA2	KCNA2
ENSMMUG00000050154			Metazoa_SRP
ENSMMUG00000008722	ENSG00000136628	EPRS1	EPRS1
ENSMMUG00000063541			
ENSMMUG00000032951	ENSG00000207941	MIR552	mml-mir-552
ENSMMUG00000017370	ENSG00000114902	SPCS1	SPCS1
ENSMMUG00000039738	ENSG00000207082	RNU6-171P	U6
ENSMMUG00000010328	ENSG00000163875	MEAF6	MEAF6
ENSMMUG00000063595	ENSG00000207088	SNORA7B	
ENSMMUG00000063595	ENSG00000207496	SNORA7A	
ENSMMUG00000017244	ENSG00000174946	GPR171	GPR171
ENSMMUG00000041470	ENSG00000276359	Metazoa_SRP	Metazoa_SRP
ENSMMUG00000004466	ENSG00000001461	NIPAL3	NIPAL3
ENSMMUG00000012578	ENSG00000172020	GAP43	GAP43
ENSMMUG00000063814			
ENSMMUG00000054439	ENSG00000201987	Y_RNA	Y_RNA
ENSMMUG00000017245	ENSG00000174944	P2RY14	P2RY14
ENSMMUG00000007256	ENSG00000143368	SF3B4	SF3B4
ENSMMUG00000016056	ENSG00000143105	KCNA10	KCNA10
ENSMMUG00000060649			
ENSMMUG00000049266			
ENSMMUG00000043091	ENSG00000184897	H1-10	H1-10
ENSMMUG00000050452			
ENSMMUG00000001103	ENSG00000138271	GPR87	GPR87
ENSMMUG00000053692			
ENSMMUG00000007213	ENSG00000162814	SPATA17	SPATA17
ENSMMUG00000035555	ENSG00000201270	RNU6-755P	U6
ENSMMUG00000060670			Metazoa_SRP
ENSMMUG00000056907			
ENSMMUG00000053077			Metazoa_SRP
ENSMMUG00000063359	ENSG00000162757	C1orf74	C1H1orf74
ENSMMUG00000058628			
ENSMMUG00000062177			
ENSMMUG00000017903	ENSG00000114904	NEK4	NEK4
ENSMMUG00000038998	ENSG00000181631	P2RY13	P2RY13
ENSMMUG00000063235			
ENSMMUG00000005466	ENSG00000134668	SPOCD1	SPOCD1
ENSMMUG00000006300	ENSG00000162761	LMX1A	LMX1A
ENSMMUG00000048681	ENSG00000213139	CRYGS	CRYGS
ENSMMUG00000055302			
ENSMMUG00000057054			
ENSMMUG00000001105	ENSG00000169313	P2RY12	P2RY12
ENSMMUG00000022065	ENSG00000117595	IRF6	IRF6
ENSMMUG00000064173	ENSG00000143125	PROK1	PROK1
ENSMMUG00000000952	ENSG00000142698	C1orf94	C1H1orf94
ENSMMUG00000050652			
ENSMMUG00000054255	ENSG00000001460	STPG1	STPG1
ENSMMUG00000059598			
ENSMMUG00000013167	ENSG00000183624	HMCES	HMCES
ENSMMUG00000002130	ENSG00000211456	SACM1L	SACM1L
ENSMMUG00000007257	ENSG00000159164	SV2A	SV2A
ENSMMUG00000041198	ENSG00000158186	MRAS	MRAS
ENSMMUG00000017564	ENSG00000113838	TBCCD1	TBCCD1
ENSMMUG00000058542			Metazoa_SRP
ENSMMUG00000063754			
ENSMMUG00000001107	ENSG00000152580	IGSF10	IGSF10
ENSMMUG00000009257	ENSG00000092607	TBX15	TBX15
ENSMMUG00000022066	ENSG00000117597	UTP25	UTP25
ENSMMUG00000062824			Metazoa_SRP
ENSMMUG00000006669	ENSG00000127481	UBR4	UBR4
ENSMMUG00000020972	ENSG00000116221	MRPL37	MRPL37
ENSMMUG00000049848	ENSG00000134248	LAMTOR5	LAMTOR5
ENSMMUG00000024597	ENSG00000201493	RNU1-141P	U1
ENSMMUG00000016733			PIAS3
ENSMMUG00000064398			
ENSMMUG00000009188	ENSG00000131236	CAP1	CAP1
ENSMMUG00000010323	ENSG00000163874	ZC3H12A	ZC3H12A
ENSMMUG00000010073	ENSG00000116984	MTR	MTR
ENSMMUG00000014520	ENSG00000055957	ITIH1	ITIH1
ENSMMUG00000004070	ENSG00000067533	RRP15	RRP15
ENSMMUG00000007258	ENSG00000178096	BOLA1	BOLA1
ENSMMUG00000004463	ENSG00000158055	GRHL3	GRHL3
ENSMMUG00000064331			Metazoa_SRP
